msgTime,liquidLevelValue,liquidLevel_clean,is_outlier,liquidLevel_clean_smooth,roll_slope,mask_final,is_drain
2025-06-15 00:00:00,1.06,1.06,0.0,1.06,,False,False
2025-06-15 01:00:00,1.04,1.04,0.0,1.04,,False,False
2025-06-15 02:00:00,0.653,0.653,0.0,0.653,,False,False
2025-06-15 03:00:00,1.075,1.075,0.0,1.075,,False,False
2025-06-15 04:00:00,1.1,1.1,0.0,1.1,,False,False
2025-06-15 05:00:00,0.906,0.906,0.0,0.906,-0.004799999999306065,False,False
2025-06-15 06:00:00,1.0,1.0,0.0,1.0,0.016685714282110242,False,False
2025-06-15 07:00:00,0.844,0.844,0.0,0.844,0.015314285717457306,False,False
2025-06-15 08:00:00,1.012,1.012,0.0,1.012,-0.028257142856664783,False,False
2025-06-15 09:00:00,0.769,0.769,0.0,0.769,-0.04265714285720931,False,False
2025-06-15 10:00:00,0.86,0.86,0.0,0.86,-0.021571428572099486,False,False
2025-06-15 12:00:00,0.906,0.906,0.0,0.833,-0.024357142857035784,False,False
2025-06-15 13:00:00,0.833,0.833,0.0,0.833,-0.011236024844074722,False,False
2025-06-15 14:00:00,0.788,0.788,0.0,0.788,-0.020392857143165827,False,False
2025-06-15 15:00:00,0.653,0.653,0.0,0.653,-0.0167080745350988,False,False
2025-06-15 16:00:00,0.619,0.619,0.0,0.619,-0.042457142857630435,False,False
2025-06-15 17:00:00,0.606,0.606,0.0,0.606,-0.0546285714266376,False,False
2025-06-15 18:00:00,0.733,0.733,0.0,0.733,-0.03085714285738223,False,False
2025-06-15 19:00:00,0.8,0.8,0.0,0.8,0.008200000000828203,False,False
2025-06-15 20:00:00,0.553,0.553,0.0,0.553,0.004857142857480127,False,False
2025-06-15 21:00:00,0.531,0.531,0.0,0.531,-0.015199999997936852,False,False
2025-06-15 22:00:00,0.547,0.547,0.0,0.547,-0.032799999995081694,False,False
2025-06-15 23:00:00,0.531,0.531,0.0,0.531,-0.05117142857255937,False,False
2025-06-16 00:00:00,0.46,0.46,0.0,0.547,-0.037571428571353836,False,False
2025-06-16 01:00:00,1.213,1.213,0.0,1.213,0.09519999999728938,False,False
2025-06-16 02:00:00,1.383,1.383,0.0,1.383,0.17925714284949262,False,False
2025-06-16 03:00:00,1.4,1.4,0.0,1.4,0.21391428572065005,False,False
2025-06-16 04:00:00,1.58,1.58,0.0,1.4,0.20211428570918893,False,False
2025-06-16 05:00:00,1.569,1.569,0.0,1.4,0.13837142857086854,False,False
2025-06-16 06:00:00,1.094,1.094,0.0,1.094,-0.015542857146765633,False,False
2025-06-16 07:00:00,0.893,0.893,0.0,0.893,-0.09622857142837155,False,False
2025-06-16 08:00:00,0.75,0.75,0.0,0.75,-0.14505714286035098,False,False
2025-06-16 09:00:00,0.733,0.733,0.0,0.733,-0.15674285713736036,False,False
2025-06-16 10:00:00,0.906,0.906,0.0,0.906,-0.10559999999806502,False,False
2025-06-16 11:00:00,0.825,0.825,0.0,0.825,-0.037799999999817764,False,False
2025-06-16 12:00:00,0.7,0.7,0.0,0.7,-0.016200000000162064,False,False
2025-06-16 13:00:00,0.633,0.633,0.0,0.633,-0.02185714285728275,False,False
2025-06-16 14:00:00,0.538,0.538,0.0,0.588,-0.04768571428225666,False,False
2025-06-16 15:00:00,0.56,0.56,0.0,0.56,-0.07165714285863563,False,False
2025-06-16 16:00:00,0.588,0.588,0.0,0.588,-0.04714285714385469,False,False
2025-06-16 17:00:00,0.65,0.65,0.0,0.65,-0.011799999999806684,False,False
2025-06-16 18:00:00,0.68,0.68,0.0,0.68,0.012828571428634734,False,False
2025-06-16 19:00:00,0.638,0.638,0.0,0.638,0.019199999999715462,False,False
2025-06-16 20:00:00,0.7,0.7,0.0,0.7,0.025142857144111748,False,False
2025-06-16 21:00:00,0.594,0.594,0.0,0.7,0.019085714285553192,False,False
2025-06-16 22:00:00,1.393,1.393,0.0,1.393,0.10962857142938111,False,False
2025-06-16 23:00:00,1.7,1.7,0.0,1.7,0.2104285714216897,False,False
2025-06-17 00:00:00,1.893,1.893,0.0,1.7,0.2572285714255694,False,False
2025-06-17 01:00:00,1.833,1.833,0.0,1.7,0.23734285714190245,False,False
2025-06-17 02:00:00,1.144,1.144,0.0,1.144,0.08974285714534441,False,False
2025-06-17 03:00:00,1.1,1.1,0.0,1.1,-0.08951428572226879,False,False
