msgTime,liquidLevelValue,liquidLevel_clean,is_outlier,liquidLevel_clean_smooth,roll_slope,mask_final,is_drain
2025-06-15 00:00:00,1.633,1.633,0.0,1.633,,False,False
2025-06-15 01:00:00,1.219,1.219,0.0,1.219,,False,False
2025-06-15 02:00:00,0.0,0.0,0.0,0.0,,False,False
2025-06-15 03:00:00,0.0,0.0,0.0,0.0,,False,False
2025-06-15 04:00:00,0.036,0.036,0.0,0.036,,False,False
2025-06-15 05:00:00,0.0,0.0,0.0,0.0,-0.334685714281242,True,False
2025-06-15 06:00:00,0.064,0.064,0.0,0.064,-0.1639714285762779,False,False
2025-06-15 07:00:00,0.007,0.007,0.0,0.007,0.005457142857029484,False,False
2025-06-15 08:00:00,0.027,0.027,0.0,0.027,0.0032000000001503543,False,False
2025-06-15 09:00:00,0.05,0.05,0.0,0.05,0.0026857142856744195,False,False
2025-06-15 11:00:00,0.0,0.0,0.0,0.0,-0.001528571428836103,False,False
2025-06-15 12:00:00,0.088,0.088,0.0,0.088,0.002621118012412612,False,False
2025-06-15 13:00:00,0.04,0.04,0.0,0.04,0.006107142857191947,False,False
2025-06-15 14:00:00,0.0,0.0,0.0,0.0,-0.0017577639750625189,False,False
2025-06-15 15:00:00,0.044,0.044,0.0,0.044,-0.0022285714286795545,False,False
2025-06-15 16:00:00,0.138,0.138,0.0,0.138,0.014799999999017701,False,False
2025-06-15 18:00:00,0.0,0.0,0.0,0.0,-0.004400000000141682,False,False
2025-06-15 19:00:00,0.156,0.156,0.0,0.156,0.013677018633847017,False,False
2025-06-15 20:00:00,0.075,0.075,0.0,0.075,0.0111071428569127,False,False
2025-06-15 22:00:00,0.076,0.076,0.0,0.156,0.009970000000158519,False,False
2025-06-15 23:00:00,0.333,0.333,0.0,0.333,0.02666999999874238,False,False
2025-06-16 02:00:00,5.356,5.356,0.0,5.356,0.5813000000069037,False,False
2025-06-16 03:00:00,5.48,5.48,0.0,5.356,0.7552590163939007,False,False
2025-06-16 04:00:00,5.5,5.5,0.0,5.5,0.8562770270037964,False,False
2025-06-16 05:00:00,5.269,5.269,0.0,5.269,0.8807296137239052,False,False
2025-06-16 06:00:00,5.7,5.7,0.0,5.7,0.7091135135178819,False,False
2025-06-16 07:00:00,6.281,6.281,0.0,5.9,0.10059999999961985,False,False
2025-06-16 08:00:00,5.9,5.9,0.0,5.9,0.1243142857170259,False,False
2025-06-16 09:00:00,5.927,5.927,0.0,5.927,0.12079999999540854,False,False
2025-06-16 10:00:00,5.644,5.644,0.0,5.644,0.07302857142715875,False,False
2025-06-16 11:00:00,5.433,5.433,0.0,5.644,-0.02917142857193902,False,False
2025-06-16 12:00:00,5.6,5.6,0.0,5.6,-0.0728857142849313,False,False
2025-06-16 13:00:00,5.675,5.675,0.0,5.675,-0.06017142857039968,False,False
2025-06-16 14:00:00,5.15,5.15,0.0,5.15,-0.10959999999487521,False,False
2025-06-16 15:00:00,5.394,5.394,0.0,5.394,-0.07591428571541271,False,False
2025-06-16 16:00:00,4.6,4.6,0.0,4.6,-0.18180000000444724,False,False
2025-06-16 17:00:00,5.493,5.493,0.0,5.493,-0.10045714285562604,False,False
2025-06-16 18:00:00,5.187,5.187,0.0,5.187,-0.06300000000287509,False,False
2025-06-16 20:00:00,5.944,5.944,0.0,5.944,0.11872857143533797,False,False
2025-06-16 21:00:00,5.453,5.453,0.0,5.453,0.10126086956660403,False,False
2025-06-16 22:00:00,5.769,5.769,0.0,5.769,0.149428571427051,False,False
2025-06-16 23:00:00,4.66,4.66,0.0,4.66,-0.04843478261134992,False,False
2025-06-17 00:00:00,5.1,5.1,0.0,5.1,-0.07801428571635315,False,False
2025-06-17 01:00:00,4.913,4.913,0.0,4.913,-0.2092285714246478,True,False
2025-06-17 02:00:00,5.12,5.12,0.0,5.12,-0.10837142856433268,False,False
2025-06-17 03:00:00,5.2,5.2,0.0,5.2,-0.04719999999348085,False,False
2025-06-17 04:00:00,5.1,5.1,0.0,5.1,0.07734285714221428,False,False
2025-06-17 05:00:00,5.156,5.156,0.0,5.156,0.026314285712495035,False,False
2025-06-17 06:00:00,5.181,5.181,0.0,5.181,0.03851428571467186,False,False
2025-06-17 07:00:00,5.306,5.306,0.0,5.156,0.005114285714467514,False,False
2025-06-17 08:00:00,5.081,5.081,0.0,5.081,-0.011485714285405275,False,False
2025-06-17 09:00:00,4.994,4.994,0.0,4.994,-0.022285714286744616,False,False
2025-06-17 10:00:00,4.38,4.38,0.0,4.725,-0.07974285714181581,False,False
2025-06-17 11:00:00,4.725,4.725,0.0,4.725,-0.10457142857368654,False,False
2025-06-17 13:00:00,4.431,4.431,0.0,4.431,-0.12437142857102479,False,False
2025-06-17 14:00:00,4.719,4.719,0.0,4.431,-0.11440372670749696,False,False
2025-06-17 15:00:00,4.26,4.26,0.0,4.26,-0.11014285714153775,False,False
2025-06-17 16:00:00,4.2,4.2,0.0,4.2,-0.09450931676818732,False,False
2025-06-17 17:00:00,4.627,4.627,0.0,4.26,-0.08292857143116313,False,False
2025-06-17 18:00:00,4.238,4.238,0.0,4.238,-0.043942857143171844,False,False
2025-06-17 19:00:00,4.273,4.273,0.0,4.273,-0.02274285714270505,False,False
2025-06-17 21:00:00,3.912,3.912,0.0,3.912,-0.044999999999357124,False,False
2025-06-17 22:00:00,4.015,4.015,0.0,4.015,-0.04991304347862976,False,False
2025-06-17 23:00:00,6.075,6.075,0.0,6.075,0.16564285714245455,False,False
2025-06-18 00:00:00,5.394,5.394,0.0,5.394,0.23984472051311082,False,False
2025-06-18 01:00:00,5.787,5.787,0.0,5.787,0.32889999999438996,False,False
2025-06-18 02:00:00,5.2,5.2,0.0,5.2,0.316428571416666,False,False
2025-06-18 03:00:00,5.271,5.271,0.0,5.271,0.11565714286042882,False,False
2025-06-18 04:00:00,5.794,5.794,0.0,5.794,-0.06745714286028447,False,False
2025-06-18 05:00:00,5.675,5.675,0.0,5.675,0.042771428571583565,False,False
2025-06-18 06:00:00,5.569,5.569,0.0,5.569,0.024514285707905894,False,False
2025-06-18 08:00:00,5.759,5.759,0.0,5.759,0.08568571428643393,False,False
2025-06-18 09:00:00,5.388,5.388,0.0,5.388,0.006782608699153275,False,False
2025-06-18 10:00:00,5.582,5.582,0.0,5.582,-0.03642857142802272,False,False
2025-06-18 11:00:00,5.4,5.4,0.0,5.4,-0.03626708074423789,False,False
2025-06-18 12:00:00,5.48,5.48,0.0,5.48,-0.030142857142433484,False,False
2025-06-18 13:00:00,5.18,5.18,0.0,5.18,-0.08002857142723625,False,False
2025-06-18 14:00:00,4.988,4.988,0.0,4.988,-0.08931428571873505,False,False
2025-06-18 15:00:00,5.361,5.361,0.0,5.361,-0.07545714285885627,False,False
2025-06-18 16:00:00,4.788,4.788,0.0,4.788,-0.10311428570692817,False,False
2025-06-18 17:00:00,5.467,5.467,0.0,5.467,-0.024800000001614475,False,False
2025-06-18 18:00:00,5.8,5.8,0.0,5.121,0.016257142858105145,False,False
2025-06-18 19:00:00,5.121,5.121,0.0,5.121,0.017828571429650362,False,False
2025-06-18 20:00:00,5.106,5.106,0.0,5.106,-0.017771428572852434,False,False
2025-06-18 21:00:00,4.844,4.844,0.0,4.844,-0.022942857136448523,False,False
