msgTime,liquidLevelValue,liquidLevel_clean,is_outlier
2025/06/15 00:00,2.26,2.26,0
2025/06/15 01:00,1.973,1.973,0
2025/06/15 02:00,1.583,1.583,0
2025/06/15 03:00,1.6,1.6,0
2025/06/15 04:00,1.525,1.525,0
2025/06/15 05:00,1.188,1.188,0
2025/06/15 06:00,1.053,1.053,0
2025/06/15 07:00,0.712,0.712,0
2025/06/15 08:00,0.673,0.673,0
2025/06/15 09:00,0.707,0.707,0
2025/06/15 11:00,0.66,0.66,0
2025/06/15 12:00,0.538,0.538,0
2025/06/15 13:00,0.52,0.52,0
2025/06/15 14:00,0.588,0.588,0
2025/06/15 15:00,0.5,0.5,0
2025/06/15 16:00,0.54,0.54,0
2025/06/15 17:00,0.4,0.4,0
2025/06/15 18:00,0.5,0.5,0
2025/06/15 19:00,0.588,0.588,0
2025/06/15 20:00,0.7,0.7,0
2025/06/15 21:00,0.887,0.887,0
2025/06/15 22:00,0.84,0.84,0
2025/06/15 23:00,0.78,0.78,0
2025/06/16 00:00,1.7,1.7,0
2025/06/16 01:00,5.931,5.931,0
2025/06/16 02:00,5.744,5.744,0
2025/06/16 03:00,5.527,5.527,0
2025/06/16 05:00,4.831,4.831,0
2025/06/16 06:00,4.387,4.387,0
2025/06/16 07:00,4.514,4.514,0
2025/06/16 08:00,4.431,4.431,0
2025/06/16 09:00,3.667,3.667,0
2025/06/16 10:00,3.35,3.35,0
2025/06/16 11:00,3.533,3.533,0
2025/06/16 12:00,3.25,3.25,0
2025/06/16 14:00,3.513,3.513,0
2025/06/16 15:00,3.175,3.175,0
2025/06/16 16:00,2.847,2.847,0
2025/06/16 17:00,3.213,3.213,0
2025/06/16 18:00,2.6,2.6,0
2025/06/16 19:00,2.812,2.812,0
2025/06/16 20:00,2.746,2.746,0
2025/06/16 21:00,2.7,2.7,0
2025/06/16 22:00,2.6,2.6,0
2025/06/16 23:00,4.912,4.912,0
2025/06/17 00:00,6.548,6.548,0
2025/06/17 01:00,6.82,6.82,0
2025/06/17 02:00,6.876,6.876,0
2025/06/17 03:00,6.888,6.888,0
2025/06/17 04:00,6.8,6.8,0
2025/06/17 05:00,6.706,6.706,0
2025/06/17 06:00,6.775,6.775,0
2025/06/17 07:00,6.544,6.544,0
2025/06/17 08:00,6.419,6.419,0
2025/06/17 09:00,6.55,6.55,0
2025/06/17 10:00,6.593,6.593,0
2025/06/17 11:00,6.493,6.493,0
2025/06/17 12:00,6.242,6.242,0
2025/06/17 13:00,6.1,6.1,0
2025/06/17 14:00,6.488,6.488,0
2025/06/17 15:00,6.425,6.425,0
2025/06/17 16:00,6.253,6.253,0
2025/06/17 17:00,5.819,5.819,0
2025/06/17 18:00,6.347,6.347,0
2025/06/17 19:00,6.2,6.2,0
2025/06/17 20:00,5.982,5.982,0
2025/06/17 21:00,6.1,6.1,0
2025/06/17 22:00,5.688,5.688,0
2025/06/17 23:00,5.667,5.667,0
2025/06/18 00:00,6.547,6.547,0
2025/06/18 01:00,7.181,7.181,0
2025/06/18 02:00,7.869,7.869,0
2025/06/18 03:00,8.4,8.4,0
2025/06/18 04:00,8.781,8.781,0
2025/06/18 05:00,8.383,8.383,0
2025/06/18 06:00,8.5,8.5,0
2025/06/18 09:00,8.769,8.769,0
2025/06/18 10:00,8.675,8.675,0
2025/06/18 11:00,8.75,8.75,0
2025/06/18 12:00,8.527,8.527,0
2025/06/18 13:00,8.262,8.262,0
2025/06/18 14:00,8.391,8.391,0
2025/06/18 15:00,8.4,8.4,0
2025/06/18 16:00,8.4,8.4,0
2025/06/18 17:00,8.65,8.65,0
2025/06/18 18:00,8.233,8.233,0
2025/06/18 19:00,7.919,7.919,0
2025/06/18 20:00,8.293,8.293,0
2025/06/18 21:00,8.212,8.212,0
2025/06/18 22:00,8.14,8.14,0
2025/06/18 23:00,8.2,8.2,0
2025/06/19 00:00,8.206,8.206,0
2025/06/19 01:00,8.68,8.68,0
2025/06/19 02:00,8.919,8.919,0
2025/06/19 03:00,10.253,10.253,0
2025/06/19 04:00,10.831,10.831,0
2025/06/19 05:00,11.319,11.319,0
2025/06/19 07:00,12.212,12.212,0
2025/06/19 08:00,12.444,12.444,0
2025/06/19 09:00,12.26,12.26,0
2025/06/19 10:00,11.38,11.38,0
2025/06/19 11:00,11.436,11.436,0
2025/06/19 12:00,10.844,10.844,0
2025/06/19 13:00,10.338,10.338,0
2025/06/19 14:00,10.231,10.231,0
2025/06/19 15:00,10.338,10.338,0
2025/06/19 16:00,9.627,9.627,0
2025/06/19 17:00,9.293,9.293,0
2025/06/19 19:00,9.0,9.0,0
2025/06/19 20:00,8.959,8.959,0
2025/06/19 21:00,8.694,8.694,0
2025/06/19 22:00,8.65,8.65,0
2025/06/19 23:00,8.362,8.362,0
2025/06/20 00:00,8.247,8.247,0
2025/06/20 01:00,8.0,8.0,0
2025/06/20 02:00,7.9,7.9,0
2025/06/20 03:00,7.819,7.819,0
2025/06/20 04:00,7.653,7.653,0
2025/06/20 05:00,7.076,7.076,0
2025/06/20 06:00,7.42,7.42,0
2025/06/20 07:00,7.153,7.153,0
2025/06/20 08:00,7.533,7.533,0
2025/06/20 09:00,7.475,7.475,0
2025/06/20 11:00,7.65,7.65,0
